user_name,user_followers,vid_id,vid_caption,vid_postTime,vid_scrapeTime,vid_duration,vid_nview,vid_nlike,vid_ncomment,vid_nshare,vid_nsave,vid_hashtags,vid_url,music_id,music_title,music_nused,music_authorName,music_originality
yennoicomdien,3.3M,7502414393938890000,Khi bài hát hot tóp tóp ở vũ trụ BrainRot kiểu 😱🤡,2025-05-09 11:59:32,2025-05-18 09:14:57,00:40,3.1M,141.7K,2442,37.6K,16.9K,"chiyennoicomdien, tiktokgiaitri, lapnguyen, learnontiktok, genz, viral, xuhuong, fyp, brainrot, justforfun",https://www.tiktok.com/@yennoicomdien/video/7502414393938890000,7.502414634540961e+18,nhạc nền - Yến Nồi Cơm Điện,70 videos,Yến Nồi Cơm Điện,False
xenhalacanh,137K,7503013314696383764,đừng xem video này nếu bạn chưa mất điện thoại,2025-05-11 02:43:39,2025-05-18 09:15:11,00:45,2.9M,103.9K,447,9806,3316,,https://www.tiktok.com/@xenhalacanh/video/7503013314696383764,7.503013366609333e+18,nhạc nền - xe nhà lá cành,1 videos,xe nhà lá cành,False
_w.tta09,16.2K,7478924112841198855,thơm tí thoii mà🥰,2025-03-07 04:45:15,2025-05-18 09:15:24,00:14,2.5M,211.8K,3563,6381,13.8K,cute,https://www.tiktok.com/@_w.tta09/video/7478924112841198855,7.478924173814435e+18,nhạc nền - tta💤,153 videos,đẹp traii hết thuốc chữaa,False
linhduyen171,208K,7502397655683779858,Các loại đồ ăn tuổi thơ,2025-05-09 10:54:35,2025-05-18 09:15:39,01:30,8.2M,281.7K,3616,6844,13.4K,"mukbangvideo, ăncungtiktok, rivewanngon, rivewdoan",https://www.tiktok.com/@linhduyen171/video/7502397655683779858,7.50239776935353e+18,nhạc nền - Linh Duyên,1 videos,Linh Duyên,False
ngbatus,759,7485572058127125778,1 tình uống đau lòng trong tôi 😓,2025-03-25 02:42:40,2025-05-18 09:15:52,00:11,1.9M,46K,56,1798,554,,https://www.tiktok.com/@ngbatus/video/7485572058127125778,7.369573877694877e+18,nhạc nền - #🌷📚✨_akatsuki_truyen_✨📚🌸,5483 videos,Quynh Anhhh,False
tinhayhangnam,85.9K,7503819607749283080,,2025-05-13 06:52:29,2025-05-18 09:16:06,00:31,4.4M,102.4K,1656,7896,7672,"tiktoknews, tiktokviral, foryou, fyp, xuhuongtiktok2024",https://www.tiktok.com/@tinhayhangnam/video/7503819607749283080,7.503819637671333e+18,nhạc nền - Tin 365 Ngày,6 videos,Tin 365 Ngày,False
cauzoiday.official,148.6K,7492025700531145992,Trả lời,2025-04-11 12:06:06,2025-05-18 09:16:19,01:31,,86.9K,807,2032,2078,"cauzoiday, xh",https://www.tiktok.com/@cauzoiday.official/video/7492025700531145992,7.492025821884911e+18,nhạc nền - Cậu Zời Đây,1 videos,Cậu Zời Đây,False
nhathoanghon,3.7M,7474226655746084114,Anh em chia sẻ ngọt bùi mà nỡ thái độ chứ,2025-02-22 12:56:43,2025-05-18 09:16:33,00:15,,593.3K,7637,19.8K,30.7K,"nhathoanghon, vtmgr",https://www.tiktok.com/@nhathoanghon/video/7474226655746084114,7.470599319368797e+18,原声 - 施美人.🖤,107.4K videos,shimeiren5109,False
anh.be.vui3,411.2K,7501926051967159573,có phần 2 ✌️ đón chờ ống hút 🥤vị Albert nha mấy ní=))) 😉,2025-05-08 04:24:31,2025-05-18 09:16:49,00:15,3.2M,78.1K,894,9178,3004,"albertgetts, xuhuong, xyzabc",https://www.tiktok.com/@anh.be.vui3/video/7501926051967159573,7.497236049970662e+18,nhạc nền - HieuThuHai(Sundays),21.9K videos,HieuThuHai(Sundays) 🦀,False
thinhamvlog,11.6K,7501676784295890183,Mọi người gợi ý cho mình dòng máy nào có thể mua cho Tom khi Tom lên Đại học được không?,2025-05-07 12:17:14,2025-05-18 09:17:23,01:40,5.7M,224.1K,3553,10.1K,8243,"learmontiktok, dcgr, family, viral",https://www.tiktok.com/@thinhamvlog/video/7501676784295890183,7.501676807758859e+18,nhạc nền - Thị Nhâm VLog,1 videos,Thị Nhâm VLog,False
sin_nmt,527.6K,7480780797914483969,,2025-03-12 04:50:08,2025-05-18 09:17:37,01:01,,97.6K,596,6097,3822,,https://www.tiktok.com/@sin_nmt/video/7480780797914483969,7.301168691641732e+18,nhạc nền - Nghe gió nhớ cố nhân - 听风忆故人,39.2K videos,Nghe gió nhớ cố nhân - 听风忆故人,False
luc.evisu,1M,7476797851884997895,Đặc sản bóng chuyền 🫵✊👊,2025-03-01 11:14:16,2025-05-18 09:18:08,00:11,,189.1K,2038,21.2K,9011,lucevisu,https://www.tiktok.com/@luc.evisu/video/7476797851884997895,7.476797901461589e+18,nhạc nền - Lực Evisu,65 videos,Lực Evisu,False
longvu.2811,18.9K,7472706439568461074,Hãy nở nụ cười mà e xứng đáng,2025-02-18 10:37:30,2025-05-18 09:18:24,00:28,,116.7K,468,1691,4851,"❤️, longvu, thuhaceri, puchai, fyp, xuhuong, fyp, trending",https://www.tiktok.com/@longvu.2811/video/7472706439568461074,7.438613121339526e+18,nhạc nền - My Nguyễn,6006 videos,My Nguyễn,False
