user_name,user_followers,vid_id,vid_caption,vid_postTime,vid_scrapeTime,vid_duration,vid_nview,vid_nlike,vid_ncomment,vid_nshare,vid_nsave,vid_hashtags,vid_url,music_id,music_title,music_nused,music_authorName,music_originality
masage.sex.dubai,54.6K,7474824862633102610,Trả lời,2025-02-24 03:38:03,2025-05-16 03:55:45,00:07,,60.3K,878,4264,4298,,https://www.tiktok.com/@masage.sex.dubai/video/7474824862633102610,7474824896871271185,nhạc nền - CEN Du Mục,24 videos,masage.sex.dubai,true
theanh28entertainment,13M,7503931732526107924,TỰ NHIÊN CHỊ VỢ THẤY KHOẺ NGANG,2025-05-13 14:07:35,2025-05-16 03:56:04,00:25,,129.4K,810,4290,2974,"theanh28, theanh28news, tiktoknews",https://www.tiktok.com/@theanh28entertainment/video/7503931732526107924,7503931790266125073,nhạc nền - Theanh28 Entertainment,3 videos,Theanh28 Entertainment,false
hoanbanden9z,75.4K,7473484082245029128,Bộ môn qá tốn kém !,2025-02-20 12:55:09,2025-05-16 03:56:23,00:17,,45.9K,863,2857,1846,,https://www.tiktok.com/@hoanbanden9z/video/7473484082245029128,7425026732555537169,nhạc nền - Empire Club,959 videos,empire.clubquan1,false
hkh159357,2.8M,7484974965981203719,Bò Sát | Creepypasta,2025-03-23 12:05:39,2025-05-16 03:56:42,00:54,,120.3K,461,1032,6385,huyseoul,https://www.tiktok.com/@hkh159357/video/7484974965981203719,7484975000140303120,nhạc nền - Khánh Hà 💠,2 videos,Khánh Hà 💠,false
lethikhanhhuyen2004,7.2M,7483459550281010439,Baby điệu quá nah,2025-03-19 10:05:03,2025-05-16 03:57:03,00:14,11.5M,850K,10.1K,33.8K,11.2K,"lethikhanhhuyen, baoanhsam",https://www.tiktok.com/@lethikhanhhuyen2004/video/7483459550281010439,7479713118609132289,nhạc nền - 🫧Min🪼,270.2K videos,👾_𝙈𝙞𝙣_🎀,false
huythichdii,30.4K,7474528137351646482,7 năm qua và hiện tại kể từ khi tu tâm dưỡng tính,2025-02-23 08:26:37,2025-05-16 03:57:22,00:22,497K,11.1K,147,247,195,,https://www.tiktok.com/@huythichdii/video/7474528137351646482,7388448041651145489,nhạc nền - Nờ Tê 01 🪐,27.1K videos,KEM BODY GOLD ESSENCE,false
yuli.winxclub,20.8K,7499112217497931015,tôi les,2025-04-30 14:25:24,2025-05-16 03:57:39,00:18,1.6M,204.8K,1474,17K,12.4K,"vietnam, fyp, acn_grp, winxedit_✨",https://www.tiktok.com/@yuli.winxclub/video/7499112217497931015,7033303068909521690,nhạc nền - Nha Trang Club,13.5K videos,Nha Trang Club,false
xunnthahh,463.4K,7476460952423058695,khó nhìn mặt nhau lắm nha🫵🫣,2025-02-28 13:26:55,2025-05-16 03:58:00,00:42,2.5M,171.9K,2466,19.5K,7725,"fyp, trending, xuhuong, viral",https://www.tiktok.com/@xunnthahh/video/7476460952423058695,,nhạc nền  - MK Producer ✔,,,
,,7494243508874743058,,2025-04-17 11:32:19,2025-05-16 03:58:17,,,386,,,,,,,,,,
hoangnho079,55.5K,7494243508874743058,Ở đâu ? Ở đâu ? Ở đây chứ đâu nữa🥰,2025-04-17 11:32:19,2025-05-16 03:59:05,00:48,3.9M,116.3K,8158,105.4K,2912,"xuhuong, xuhuongtiktok, vieclamkaraoke",https://www.tiktok.com/@hoangnho079/video/7494243508874743058,7494243621736041232,nhạc nền - Hoàng nhỏ,2 videos,Hoàng nhỏ,false
