user_name,user_followers,vid_id,vid_caption,vid_postTime,vid_scrapeTime,vid_duration,vid_nview,vid_nlike,vid_ncomment,vid_nshare,vid_nsave,vid_hashtags,vid_url,music_id,music_title,music_nused,music_authorName,music_originality
trannhattan4,1.8M,7479306381099568391,"chúc mẹ và 2 chị, các em, các chị, các cô có ngày 8/3 hạnh phúc 🥰",2025-03-08 05:28:38,2025-05-19 11:17:12,00:26,,34.9K,226,90,1153,"trending, fyp, womenday",https://www.tiktok.com/@trannhattan4/video/7479306381099568391,,Yêu Bền Bỉ - Erik & Freaky & Benny & Luny,,,
ai.yin.yue,3M,7488939740645870856,有一种说不出来的东西我称之为感觉,2025-04-03 04:31:00,2025-05-19 11:17:28,00:31,,82.5K,454,5341,8985,"呲牙舞双人版, 呲牙乐, 呲牙舞, 浅跳一下, 跟你的姐妹一起拍, 我要上推荐, 跳舞, 简单易学舞蹈, 热门音乐, loopk87",https://www.tiktok.com/@ai.yin.yue/video/7488939740645870856,7.48893976409688e+18,呲牙舞,4446 videos,音乐馆🎶,False
phantrongg,411.4K,7503901237155319047,Trả lời,2025-05-13 12:09:14,2025-05-19 11:17:43,00:22,609.2K,19.4K,737,428,854,"phantrongg, ssteam, trending",https://www.tiktok.com/@phantrongg/video/7503901237155319047,7.503901268411174e+18,nhạc nền - Phan Trọng,84 videos,Phan Trọng,False
tng.vy0050,217.1K,7483035286486797576,,2025-03-18 06:38:42,2025-05-19 11:18:08,00:22,44.8M,3.8M,17.1K,74.8K,306.6K,dance,https://www.tiktok.com/@tng.vy0050/video/7483035286486797576,7.483035322272517e+18,nhạc nền - Tường Vy,784 videos,Tường Vy,False
trangkoi12345678,57.5K,7482282407014550792,BẮC BLING,2025-03-16 05:57:08,2025-05-19 11:18:53,03:47,9.9M,401.7K,13.4K,12K,29.2K,"bắcbling, hoaminzy, bắcninhquehuongtoi99✌️✌️, trendingtiktok, tưsonbacninh, xuhuongtiktok, tainang, dutrend",https://www.tiktok.com/@trangkoi12345678/video/7482282407014550792,7.482282589992701e+18,nhạc nền - Nguyễn Trang,636 videos,Nguyễn Trang,False
justbinhan,393.1K,7475291520652823815,Lên xe đi cưng😂,2025-02-25 09:48:56,2025-05-19 11:19:16,00:20,3.4M,180.7K,553,1857,6000,"capcut, binhan, fyp",https://www.tiktok.com/@justbinhan/video/7475291520652823815,7.377612789117947e+18,nhạc nền - BB97 Văn Lý,10.3K videos,Empire Club Quận 1,False
giadinhthaogold,233.1K,7496490610954620167,Rào cản địa lí…,2025-04-23 12:52:14,2025-05-19 11:19:41,02:15,877.3K,33.1K,256,533,1011,thaogold,https://www.tiktok.com/@giadinhthaogold/video/7496490610954620167,7.496491541830766e+18,nhạc nền - THAO GOLD MIỀN TÂY,2 videos,THAO GOLD MIỀN TÂY,False
thanhxam85,184.1K,7501342246474730759,Hậu trường HAIIIIII!!!!,2025-05-06 14:39:03,2025-05-19 11:19:58,00:30,18.2M,821.8K,8600,150.3K,26.2K,"thanhxam85, dangquynhlam, funnyvideos, fypシ゚, vochongxam, trending, hatnhep, moingaymotvo",https://www.tiktok.com/@thanhxam85/video/7501342246474730759,7.501342314510601e+18,nhạc nền - Thanh xẩm,130 videos,Thanh xẩm,False
zhang.dian,75.2K,7474165644183866642,孩子長大了注重形象了,2025-02-22 08:59:57,2025-05-19 11:20:24,00:27,2.6M,149.9K,2052,3002,11.5K,"truongdiendien, zhangdian, trươngđiểnđiển, tlazm😼, truongthan",https://www.tiktok.com/@zhang.dian/video/7474165644183866642,7.460018797648743e+18,nhạc nền - 偏爱头像馆,23.8K videos,幸福,False
dj.feliz1993,134.2K,7499286534219189512,cô gái mở đường ở The Gangs nên cũng phải Gangs luôn :)),2025-05-01 01:41:50,2025-05-19 11:20:43,00:54,11.1M,631.7K,4102,16.5K,34.1K,"thoruachenthegangs, fyp, fypシ゚, cogaimoduong, bailefunk, mashup, dj, djremix",https://www.tiktok.com/@dj.feliz1993/video/7499286534219189512,7.49928666964065e+18,original sound - Thợ rửa chén The Gangs,55 videos,Thợ rửa chén The Gangs,False
